requirement_id,classification,conformance_level,original_mvp_status,original_implementation_slice,requirement_title,requirement_summary,current_mvp_assessment,current_mvp_implemented_content,current_mvp_score_10,current_mvp_gap_and_next_work,current_mvp_evidence_refs,fp_workstream_codes,fp_implementation_summary,fp_mapping_basis,original_trace_notes,current_repo_verification_basis,planned_evidence_refs,recommended_conformance_level,review_resolution_notes
SH-TEST-008,Core,Standard,not_staged_for_mvp,,Real Browser Functional Scenario Contract,"Real Browser Functional Scenario Contract: The harness must distinguish render smoke, interactive smoke, real-browser functional, Codex-executed functional, and manual-real-browser functional evidence.",not_implemented_or_document_only_in_mvp,MVP 자체의 unittest contract/integration/eval suite는 구현되어 있으나 target packet test policy 자동화는 제한적임.,1,MVP에서는 직접 구현되지 않았거나 문서/경계 수준에 머묾. 구현 여부는 FP workstream에서 판단해야 함.,tests/contract/*; tests/integration/*; tests/evals/*,FP-06,Final-product implemented coverage: FP-06: implemented runtime evidence profiles and browser/cloud/device adapter contracts,exact capability override,,Current repository final-product implementation evidence: FP-06: src/standard_harness/evidence/profiles.py; src/standard_harness/evidence/runtime.py; src/standard_harness/runtime/browser_contract.py; src/standard_harness/runtime/cloud_contract.py; src/standard_harness/runtime/device_contract.py; tests/contract/test_runtime_evidence_profiles.py; tests/contract/test_browser_evidence_contract.py; tests/contract/test_cloud_device_adapter_contract.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-06: src/standard_harness/evidence/profiles.py; src/standard_harness/evidence/runtime.py; src/standard_harness/runtime/browser_contract.py; src/standard_harness/runtime/cloud_contract.py; src/standard_harness/runtime/device_contract.py; tests/contract/test_runtime_evidence_profiles.py; tests/contract/test_browser_evidence_contract.py; tests/contract/test_cloud_device_adapter_contract.py,Standard,Final-product implementation completed for FP-06. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-TEST-009,Core,Kernel,not_staged_for_mvp,,Runtime Claim Matching,Runtime Claim Matching: The evidence type must match the claim being closed. API-only evidence must not close a browser workflow claim.,partial_mvp_slice,MVP 자체의 unittest contract/integration/eval suite는 구현되어 있으나 target packet test policy 자동화는 제한적임.,4,"MVP는 최소 slice만 구현함. 자동화, review bundle, 정책, source-range, project-level coverage 등 남은 범위를 FP 계획에서 보강해야 함.",tests/contract/*; tests/integration/*; tests/evals/*,FP-06;FP-09;FP-13,"Final-product implemented coverage: FP-06: implemented runtime evidence profiles and browser/cloud/device adapter contracts | FP-09: implemented policy bundles, dependency intake, security/privacy/IP governance, waiver lifecycle, and domain profiles | FP-13: implemented final conformance reporting, inheritance traceability, docs command inventory, self-improvement lifecycle, and release-readiness documentation",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-06: src/standard_harness/evidence/profiles.py; src/standard_harness/evidence/runtime.py; src/standard_harness/runtime/browser_contract.py; src/standard_harness/runtime/cloud_contract.py; src/standard_harness/runtime/device_contract.py; tests/contract/test_runtime_evidence_profiles.py; tests/contract/test_browser_evidence_contract.py; tests/contract/test_cloud_device_adapter_contract.py | FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py | FP-13: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md; src/standard_harness/self_improvement/friction.py; src/standard_harness/self_improvement/proposals.py; src/standard_harness/docsops/command_inventory.py; tests/contract/test_self_improvement_lifecycle.py; tests/contract/test_inheritance_traceability_matrix.py; tests/contract/test_docs_command_inventory.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-06: src/standard_harness/evidence/profiles.py; src/standard_harness/evidence/runtime.py; src/standard_harness/runtime/browser_contract.py; src/standard_harness/runtime/cloud_contract.py; src/standard_harness/runtime/device_contract.py; tests/contract/test_runtime_evidence_profiles.py; tests/contract/test_browser_evidence_contract.py; tests/contract/test_cloud_device_adapter_contract.py | FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py | FP-13: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md; src/standard_harness/self_improvement/friction.py; src/standard_harness/self_improvement/proposals.py; src/standard_harness/docsops/command_inventory.py; tests/contract/test_self_improvement_lifecycle.py; tests/contract/test_inheritance_traceability_matrix.py; tests/contract/test_docs_command_inventory.py,Kernel,Final-product implementation completed for FP-06;FP-09;FP-13. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-TEST-010,Core,Kernel,not_staged_for_mvp,,Risk-Tiered TDD Applicability,"Risk-Tiered TDD Applicability: The harness must define which packet types require RED/GREEN evidence, may use characterization tests, may use regression-only evidence, or may use substitute evidence.",partial_mvp_slice,MVP 자체의 unittest contract/integration/eval suite는 구현되어 있으나 target packet test policy 자동화는 제한적임.,4,"MVP는 최소 slice만 구현함. 자동화, review bundle, 정책, source-range, project-level coverage 등 남은 범위를 FP 계획에서 보강해야 함.",tests/contract/*; tests/integration/*; tests/evals/*,FP-06;FP-09;FP-13,"Final-product implemented coverage: FP-06: implemented runtime evidence profiles and browser/cloud/device adapter contracts | FP-09: implemented policy bundles, dependency intake, security/privacy/IP governance, waiver lifecycle, and domain profiles | FP-13: implemented final conformance reporting, inheritance traceability, docs command inventory, self-improvement lifecycle, and release-readiness documentation",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-06: src/standard_harness/evidence/profiles.py; src/standard_harness/evidence/runtime.py; src/standard_harness/runtime/browser_contract.py; src/standard_harness/runtime/cloud_contract.py; src/standard_harness/runtime/device_contract.py; tests/contract/test_runtime_evidence_profiles.py; tests/contract/test_browser_evidence_contract.py; tests/contract/test_cloud_device_adapter_contract.py | FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py | FP-13: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md; src/standard_harness/self_improvement/friction.py; src/standard_harness/self_improvement/proposals.py; src/standard_harness/docsops/command_inventory.py; tests/contract/test_self_improvement_lifecycle.py; tests/contract/test_inheritance_traceability_matrix.py; tests/contract/test_docs_command_inventory.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-06: src/standard_harness/evidence/profiles.py; src/standard_harness/evidence/runtime.py; src/standard_harness/runtime/browser_contract.py; src/standard_harness/runtime/cloud_contract.py; src/standard_harness/runtime/device_contract.py; tests/contract/test_runtime_evidence_profiles.py; tests/contract/test_browser_evidence_contract.py; tests/contract/test_cloud_device_adapter_contract.py | FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py | FP-13: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md; src/standard_harness/self_improvement/friction.py; src/standard_harness/self_improvement/proposals.py; src/standard_harness/docsops/command_inventory.py; tests/contract/test_self_improvement_lifecycle.py; tests/contract/test_inheritance_traceability_matrix.py; tests/contract/test_docs_command_inventory.py,Kernel,Final-product implementation completed for FP-06;FP-09;FP-13. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-REV-001,Core,Kernel,not_staged_for_mvp,,Review Independence,Review Independence: Reviewer agents must be independent from the agent that produced the implementation under review.,partial_mvp_slice,"MVP는 독립 review bundle/workflow를 구현하지 않았고, closeout/gate 검증 중심의 최소 Reviewer role만 코드에 반영함.",4,"MVP는 최소 slice만 구현함. 자동화, review bundle, 정책, source-range, project-level coverage 등 남은 범위를 FP 계획에서 보강해야 함.",src/standard_harness/domain/closeout.py,FP-07,"Final-product implemented coverage: FP-07: implemented workflow orchestration, review bundle freshness, LLM work-product governance, roles, challenge review, and adjudication",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py,Kernel,Final-product implementation completed for FP-07. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-REV-002,Core,Kernel,not_staged_for_mvp,,Review Is Not Existence,"Review Is Not Existence: The mere existence of a review report must not satisfy review quality. The report must contain findings, evidence references, risk classification, unknowns, and pass/fail or escalation recommendation.",partial_mvp_slice,"MVP는 독립 review bundle/workflow를 구현하지 않았고, closeout/gate 검증 중심의 최소 Reviewer role만 코드에 반영함.",4,"MVP는 최소 slice만 구현함. 자동화, review bundle, 정책, source-range, project-level coverage 등 남은 범위를 FP 계획에서 보강해야 함.",src/standard_harness/domain/closeout.py,FP-07,"Final-product implemented coverage: FP-07: implemented workflow orchestration, review bundle freshness, LLM work-product governance, roles, challenge review, and adjudication",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py,Kernel,Final-product implementation completed for FP-07. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-REV-003,Core,Kernel,not_staged_for_mvp,,Requirements Coverage Review,"Requirements Coverage Review: Requirements coverage reviewers verify whether the implementation result fully satisfies the approved packet scope, acceptance criteria, linked requirements, and packet-scope parity matrix.",partial_mvp_slice,"MVP는 독립 review bundle/workflow를 구현하지 않았고, closeout/gate 검증 중심의 최소 Reviewer role만 코드에 반영함.",4,"MVP는 최소 slice만 구현함. 자동화, review bundle, 정책, source-range, project-level coverage 등 남은 범위를 FP 계획에서 보강해야 함.",src/standard_harness/domain/closeout.py,FP-07,"Final-product implemented coverage: FP-07: implemented workflow orchestration, review bundle freshness, LLM work-product governance, roles, challenge review, and adjudication",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py,Kernel,Final-product implementation completed for FP-07. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-REV-004,Core,Advanced,not_staged_for_mvp,,Security Review Execution,Security Review Execution: Security/data/permission impact requires independent security review appropriate to the effective packet risk.,not_implemented_or_document_only_in_mvp,"MVP는 독립 review bundle/workflow를 구현하지 않았고, closeout/gate 검증 중심의 최소 Reviewer role만 코드에 반영함.",1,MVP에서는 직접 구현되지 않았거나 문서/경계 수준에 머묾. 구현 여부는 FP workstream에서 판단해야 함.,src/standard_harness/domain/closeout.py,FP-07,"Final-product implemented coverage: FP-07: implemented workflow orchestration, review bundle freshness, LLM work-product governance, roles, challenge review, and adjudication",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py,Advanced,Final-product implementation completed for FP-07. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-REV-005,Core,Kernel,not_staged_for_mvp,,Adjudication Record,"Adjudication Record: Conflicting review opinions, rejected review findings, risk acceptance, and unresolved issues must be captured in an adjudication record.",partial_mvp_slice,"MVP는 독립 review bundle/workflow를 구현하지 않았고, closeout/gate 검증 중심의 최소 Reviewer role만 코드에 반영함.",4,"MVP는 최소 slice만 구현함. 자동화, review bundle, 정책, source-range, project-level coverage 등 남은 범위를 FP 계획에서 보강해야 함.",src/standard_harness/domain/closeout.py,FP-07,"Final-product implemented coverage: FP-07: implemented workflow orchestration, review bundle freshness, LLM work-product governance, roles, challenge review, and adjudication",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py,Kernel,Final-product implementation completed for FP-07. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-REV-006,Core,Advanced,not_staged_for_mvp,,Routing Agent Independent Checklist,"Routing Agent Independent Checklist: The routing agent for the current workflow phase must independently verify SSOT conformance, packet scope, acceptance coverage, test quality, evidence provenance, security/data impact, UX/business impact, and closeout readiness within that agent's role authority.",not_implemented_or_document_only_in_mvp,"MVP는 독립 review bundle/workflow를 구현하지 않았고, closeout/gate 검증 중심의 최소 Reviewer role만 코드에 반영함.",1,MVP에서는 직접 구현되지 않았거나 문서/경계 수준에 머묾. 구현 여부는 FP workstream에서 판단해야 함.,src/standard_harness/domain/closeout.py,FP-07,"Final-product implemented coverage: FP-07: implemented workflow orchestration, review bundle freshness, LLM work-product governance, roles, challenge review, and adjudication",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py,Advanced,Final-product implementation completed for FP-07. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-REV-007,Core,Advanced,not_staged_for_mvp,,Challenge Reviewer Independence,"Challenge Reviewer Independence: Challenge reviewers must be independent from the packet author and from each other in role, scratchpad/context, and first-pass judgment.",not_implemented_or_document_only_in_mvp,"MVP는 독립 review bundle/workflow를 구현하지 않았고, closeout/gate 검증 중심의 최소 Reviewer role만 코드에 반영함.",1,MVP에서는 직접 구현되지 않았거나 문서/경계 수준에 머묾. 구현 여부는 FP workstream에서 판단해야 함.,src/standard_harness/domain/closeout.py,FP-07,"Final-product implemented coverage: FP-07: implemented workflow orchestration, review bundle freshness, LLM work-product governance, roles, challenge review, and adjudication",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py,Advanced,Final-product implementation completed for FP-07. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-REV-008,Core,Kernel,not_staged_for_mvp,,Review Bundle Source Binding,"Review Bundle Source Binding: Independent reviews must identify the immutable review bundle or revision snapshot, source event watermark, packet version, requirement snapshot, acceptance criteria snapshot, evidence manifest snapshot, adapter/model identity when available, and stale status.",partial_mvp_slice,"MVP는 독립 review bundle/workflow를 구현하지 않았고, closeout/gate 검증 중심의 최소 Reviewer role만 코드에 반영함.",4,"MVP는 최소 slice만 구현함. 자동화, review bundle, 정책, source-range, project-level coverage 등 남은 범위를 FP 계획에서 보강해야 함.",src/standard_harness/domain/closeout.py,FP-07,"Final-product implemented coverage: FP-07: implemented workflow orchestration, review bundle freshness, LLM work-product governance, roles, challenge review, and adjudication",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-07: src/standard_harness/workflow/orchestration.py; src/standard_harness/reviews/bundles.py; src/standard_harness/reviews/adjudication.py; src/standard_harness/llm/work_products.py; src/standard_harness/llm/report_claims.py; src/standard_harness/roles/cards.py; src/standard_harness/roles/skill_policy.py; tests/contract/test_workflow_orchestration.py; tests/contract/test_review_bundle_staleness.py; tests/contract/test_llm_work_product_governance.py; tests/contract/test_role_cards_skill_policy.py; tests/contract/test_challenge_review_adjudication.py; tests/evals/test_stale_context_rejected.py,Kernel,Final-product implementation completed for FP-07. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
